499,41,13,6,5,21,0,\N,22,4,204.291
500,41,21,4,9,22,0,\N,22,7,202.808
501,42,1,1,1,1,10,1:31:09.965,20,2,206.101
502,42,4,1,2,2,8,+1.5,21,3,206.003
503,42,13,6,3,3,6,+12.8,50,4,205.658
504,42,8,6,4,4,5,+15.4,49,1,206.397
505,42,5,4,6,5,4,+41.4,67,7,203.940
506,42,15,7,8,6,3,+66.7,30,10,203.891
507,42,17,9,9,7,2,+67.3,57,8,203.924
508,42,20,2,7,8,1,+67.7,53,6,204.316
509,42,21,4,10,9,0,\N,67,9,203.910
510,42,25,3,17,10,0,\N,41,13,202.604
511,42,19,8,16,11,0,\N,55,12,203.753
512,42,18,11,13,12,0,\N,42,14,202.015
513,42,26,5,20,13,0,\N,66,16,200.969
514,42,16,12,21,14,0,\N,49,15,201.597
515,42,27,12,22,15,0,\N,65,18,198.824
516,42,3,3,14,16,0,\N,34,11,203.753
517,42,24,5,19,17,0,\N,64,17,200.079
518,42,2,2,5,18,0,\N,20,5,205.562
519,42,11,8,18,19,0,\N,8,19,196.807
520,42,14,9,11,20,0,\N,\N,\N,\N
521,42,22,11,15,21,0,\N,\N,\N,\N
522,42,23,7,12,22,0,\N,\N,\N,\N
523,43,8,6,3,1,10,1:30:54.200,20,2,208.374
524,43,13,6,1,2,8,+2.414,42,1,208.670
525,43,1,1,2,3,6,+32.153,39,4,207.340
526,43,9,2,4,4,5,+41.727,44,10,205.819
527,43,2,2,7,5,4,+48.801,70,7,206.563
528,43,21,4,5,6,3,+51.940,70,5,207.027
529,43,4,1,10,7,2,+56.516,36,3,207.590
530,43,18,11,12,8,1,+58.885,70,6,206.846
